x [*,*,1]
:     1   2   3   4   5        6              7              8          :=
1     0   0   0   0   0    0              0              0
2     0   0   0   0   0    0              0              0
3     0   0   0   0   0    0              0              0
4     0   0   0   0   0    0              0              0
5     0   0   0   0   0    0              0              0
6     0   0   0   0   0    0              0              0
7     0   0   0   0   0    0              0              0
8     0   0   0   0   0    0              0              0
9     0   0   0   0   0    0              0              0
10    0   0   0   0   0    0              0              0
11    0   0   0   0   0    0              0              0
12    0   0   0   0   0    0              0              0
13    0   0   0   0   0    0              0              0
14    0   0   0   0   0    0              0              0
15    0   0   0   0   0    0              0              0
16    0   0   0   0   0    0              0              0
17    0   0   0   0   0    6.1283e-06    -8.57976e-05   -0.00012793
18    0   0   0   0   0   -8.46456e-05    0.00119061     0.00180228
19    0   0   0   0   0   -7.95736e-05    0.000372295    0.000437404
20    0   0   0   0   0    0.000218033    0.00331876     0.0014095
21    0   0   0   0   0   -7.2104e-05     0.00357853     0.0111232
22    0   0   0   0   0   -0.000760277    0.0097666      0.0201657
23    0   0   0   0   0    0.00451131     0.0270948      0.0239323
24    0   0   0   0   0    0.0189647      0.0413914      0.0529082
25    0   0   0   0   0    0.0316705      0.056787       0.054741
26    0   0   0   0   0    0.07072        0.0853301      0.0870731
27    0   0   0   0   0    0.0701926      0.101919       0.12885
28    0   0   0   0   0    0.0677427      0.121025       0.128667
29    0   0   0   0   0    0.0372276      0.0805835      0.106796
30    0   0   0   0   0    0.0143658      0.0580737      0.0874098
31    0   0   0   0   0    0.0030018      0.0328031      0.0690144
32    0   0   0   0   0    0.00102009     0.0122472      0.036916
33    0   0   0   0   0    0.00121597     0.00348663     0.0180539
34    0   0   0   0   0    0.000286688    0.00467776     0.00770825
35    0   0   0   0   0   -5.1038e-05     0.00133338     0.00507013
36    0   0   0   0   0   -1.14906e-06   -0.000254038    0.000237853
37    0   0   0   0   0    0             -1.23523e-05   -3.41844e-05
38    0   0   0   0   0    0              1.53207e-06   -0.000103606
39    0   0   0   0   0    0              0             -8.8861e-05
40    0   0   0   0   0    0              0              1.53207e-06
41    0   0   0   0   0    0              0             -2.18321e-05
42    0   0   0   0   0    0              0             -4.02169e-06
43    0   0   0   0   0    0              0              3.83019e-07
44    0   0   0   0   0    0              0              0
45    0   0   0   0   0    0              0              0
46    0   0   0   0   0    0              0              0
