x [*,*,1]
:     1   2   3   4   5        6              7              8          :=
1     0   0   0   0   0    0              0              0
2     0   0   0   0   0    0              0              0
3     0   0   0   0   0    0              0              0
4     0   0   0   0   0    0              0              0
5     0   0   0   0   0    0              0              0
6     0   0   0   0   0    0              0              0
7     0   0   0   0   0    0              0              0
8     0   0   0   0   0    0              0              0
9     0   0   0   0   0    0              0              0
10    0   0   0   0   0    0              0              0
11    0   0   0   0   0    0              0              0
12    0   0   0   0   0    0              0              0
13    0   0   0   0   0    0              0              0
14    0   0   0   0   0    0              0              0
15    0   0   0   0   0    0              0              0
16    0   0   0   0   0    0              0              0
17    0   0   0   0   0    0              0              0
18    0   0   0   0   0    0              0              0
19    0   0   0   0   0    0              0              0
20    0   0   0   0   0    0             -0.000107724    0
21    0   0   0   0   0    0.000554704    0.00206123    -0.000294255
22    0   0   0   0   0   -0.000132908    0.000593978    0.00115661
23    0   0   0   0   0    0.0065188      0.00235568     0.00464634
24    0   0   0   0   0    0.0110593      0.0152138      0.0161721
25    0   0   0   0   0    0.0276088      0.0281923      0.0376697
26    0   0   0   0   0    0.05219        0.0608865      0.072579
27    0   0   0   0   0    0.0901365      0.113076       0.109373
28    0   0   0   0   0    0.100224       0.136925       0.141477
29    0   0   0   0   0    0.072493       0.130806       0.164444
30    0   0   0   0   0    0.0413952      0.110335       0.160382
31    0   0   0   0   0    0.0280468      0.0874808      0.143995
32    0   0   0   0   0    0.0182962      0.048689       0.0980064
33    0   0   0   0   0    0.000498298    0.0217404      0.0564204
34    0   0   0   0   0    0.000734169    0.00962184     0.0286228
35    0   0   0   0   0   -2.37471e-05    0.00226535     0.0117146
36    0   0   0   0   0   -5.2089e-05     4.69198e-06    0.00581934
37    0   0   0   0   0    6.31981e-06   -0.000164601    0.000507387
38    0   0   0   0   0    0              1.33099e-05   -0.000148898
39    0   0   0   0   0    0              0              4.59622e-06
40    0   0   0   0   0    0              0              0
41    0   0   0   0   0    0              0              0
42    0   0   0   0   0    0              0              0
43    0   0   0   0   0    0              0              0
44    0   0   0   0   0    0              0              0
45    0   0   0   0   0    0              0              0
46    0   0   0   0   0    0              0              0
47    0   0   0   0   0    0              0              0
48    0   0   0   0   0    0              0              0
49    0   0   0   0   0    0              0              0
50    0   0   0   0   0    0              0              0
51    0   0   0   0   0    0              0              0
