x [*,*,1]
:     1   2   3   4   5        6              7              8          :=
1     0   0   0   0   0    0              0              0
2     0   0   0   0   0    0              0              0
3     0   0   0   0   0    0              0              0
4     0   0   0   0   0    0              0              0
5     0   0   0   0   0    0              0              0
6     0   0   0   0   0    0              0              0
7     0   0   0   0   0    0              0              0
8     0   0   0   0   0    0              0              0
9     0   0   0   0   0    0              0              0
10    0   0   0   0   0    0              0              0
11    0   0   0   0   0    0              0              0
12    0   0   0   0   0    0              0              0
13    0   0   0   0   0    0              0              0
14    0   0   0   0   0    0              0              0
15    0   0   0   0   0    0              0              0
16    0   0   0   0   0    0              0              0
17    0   0   0   0   0    0              0              0
18    0   0   0   0   0    0              0              0
19    0   0   0   0   0    0              0              0
20    0   0   0   0   0    0              1.72358e-06   -1.66613e-05
21    0   0   0   0   0    0             -1.80976e-05    0.000174943
22    0   0   0   0   0    0             -9.82457e-05    0.000949691
23    0   0   0   0   0    0              8.61792e-06   -8.33065e-05
24    0   0   0   0   0   -0.000107724    0.00103415     0.000695568
25    0   0   0   0   0   -8.81915e-05   -0.000386273    0.00156723
26    0   0   0   0   0    0.000788554    0.00176802     0.00530952
27    0   0   0   0   0    0.00141631     0.00301455     0.00970039
28    0   0   0   0   0    0.00373798     0.0166247      0.0249037
29    0   0   0   0   0    0.00906228     0.0274748      0.041283
30    0   0   0   0   0    0.0254225      0.0361855      0.0514943
31    0   0   0   0   0    0.0491678      0.0727586      0.0762035
32    0   0   0   0   0    0.0447466      0.0682289      0.102644
33    0   0   0   0   0    0.055807       0.0759641      0.112164
34    0   0   0   0   0    0.0416084      0.0837404      0.114659
35    0   0   0   0   0    0.0218979      0.0907163      0.119611
36    0   0   0   0   0    0.00690368     0.0591434      0.10502
37    0   0   0   0   0    0.00356877     0.0400711      0.10536
38    0   0   0   0   0   -0.000610922    0.027084       0.0746063
39    0   0   0   0   0   -0.000723247    0.0111427      0.0517262
40    0   0   0   0   0   -0.000956312    0.00618141     0.0374154
41    0   0   0   0   0   -0.000205296    0.00122278     0.0233039
42    0   0   0   0   0   -0.000301818    0.00295336     0.0170331
43    0   0   0   0   0   -0.000164507    0.00132964     0.00672489
44    0   0   0   0   0   -1.89594e-05    2.31726e-05    0.00447541
45    0   0   0   0   0    3.44717e-06   -0.000162016    0.00123927
